"state1","statename1","mi_to_state","state2","statename2"
"13","Georgia",1697.34855972311,"30","Montana"
"13","Georgia",1854.25259550092,"16","Idaho"
"13","Georgia",1901.16745109808,"32","Nevada"
"13","Georgia",2058.07654747794,"06","California"
"13","Georgia",2142.02196697675,"41","Oregon"
"13","Georgia",2188.29431717882,"53","Washington"
"13","Georgia",3597.46302579981,"02","Alaska"
"13","Georgia",4474.1349991966,"15","Hawaii"
"15","Hawaii",2469.86977996648,"06","California"
"15","Hawaii",2608.00666837557,"41","Oregon"
"15","Hawaii",2668.96094952283,"32","Nevada"
"15","Hawaii",2729.24945750678,"53","Washington"
"15","Hawaii",2854.39598251806,"04","Arizona"
"15","Hawaii",2887.67113894213,"16","Idaho"
"15","Hawaii",2922.90806198026,"49","Utah"
"15","Hawaii",3010.70667183064,"02","Alaska"
"15","Hawaii",3166.41360121171,"35","New Mexico"
"15","Hawaii",3179.77531297821,"30","Montana"
"15","Hawaii",3193.52553426965,"56","Wyoming"
"15","Hawaii",3240.42350448024,"08","Colorado"
"15","Hawaii",3555.7276251522,"48","Texas"
"15","Hawaii",3562.78252018693,"31","Nebraska"
"15","Hawaii",3571.10795482118,"46","South Dakota"
"15","Hawaii",3600.39876746025,"38","North Dakota"
"15","Hawaii",3617.9027583546,"20","Kansas"
"15","Hawaii",3658.82223421756,"40","Oklahoma"
"15","Hawaii",3879.3796556014,"27","Minnesota"
"15","Hawaii",3890.09181076422,"19","Iowa"
"15","Hawaii",3938.15297038072,"29","Missouri"
"15","Hawaii",3943.85472109831,"05","Arkansas"
"15","Hawaii",3999.41484622525,"22","Louisiana"
"15","Hawaii",4087.7132089579,"55","Wisconsin"
"15","Hawaii",4113.61850212676,"28","Mississippi"
"15","Hawaii",4113.7928241942,"17","Illinois"
"15","Hawaii",4266.00755804299,"18","Indiana"
"15","Hawaii",4275.91020221184,"01","Alabama"
"15","Hawaii",4282.1754998588,"47","Tennessee"
"15","Hawaii",4286.74912181029,"26","Michigan"
"15","Hawaii",4330.46921855333,"21","Kentucky"
"15","Hawaii",4451.72387072947,"39","Ohio"
"15","Hawaii",4474.1349991966,"13","Georgia"
"15","Hawaii",4575.39779918854,"54","West Virginia"
"15","Hawaii",4580.740290575,"12","Florida"
"15","Hawaii",4608.09651108988,"45","South Carolina"
"15","Hawaii",4686.72259173538,"37","North Carolina"
"15","Hawaii",4691.01325896575,"51","Virginia"
"15","Hawaii",4702.3988987233,"42","Pennsylvania"
"15","Hawaii",4765.01830035929,"11","District of Columbia"
"15","Hawaii",4782.73953037325,"24","Maryland"
"15","Hawaii",4796.63949046855,"36","New York"
"15","Hawaii",4847.21433794114,"10","Delaware"
"15","Hawaii",4875.03281755323,"34","New Jersey"
"15","Hawaii",4928.79874141803,"50","Vermont"
"15","Hawaii",4955.57092222522,"09","Connecticut"
"15","Hawaii",4987.13165571793,"33","New Hampshire"
"15","Hawaii",5011.5421759922,"25","Massachusetts"
"15","Hawaii",5017.29363716528,"44","Rhode Island"
"15","Hawaii",5104.87219317323,"23","Maine"
"15","Hawaii",5741.96460321181,"72","Puerto Rico"
"16","Idaho",299.663191323747,"41","Oregon"
"16","Idaho",305.563331289385,"30","Montana"
"16","Idaho",358.828528745492,"32","Nevada"
"16","Idaho",360.04918738752,"53","Washington"
"16","Idaho",363.963926672775,"56","Wyoming"
"16","Idaho",375.018027831419,"49","Utah"
"16","Idaho",557.710088670597,"06","California"
"16","Idaho",594.93246097641,"08","Colorado"
"16","Idaho",708.229110216386,"46","South Dakota"
"16","Idaho",712.740074194804,"38","North Dakota"
"16","Idaho",715.310120888694,"04","Arizona"
"16","Idaho",770.671282489021,"31","Nebraska"
"16","Idaho",816.924217665138,"35","New Mexico"
"16","Idaho",928.820585041279,"20","Kansas"
"16","Idaho",997.973358553473,"27","Minnesota"
"16","Idaho",1071.18061576347,"19","Iowa"
"16","Idaho",1084.55126010701,"40","Oklahoma"
"16","Idaho",1215.50713838306,"29","Missouri"
"16","Idaho",1215.83028455434,"48","Texas"
"16","Idaho",1222.44911027389,"55","Wisconsin"
"16","Idaho",1328.42217143924,"17","Illinois"
"16","Idaho",1340.32478284812,"05","Arkansas"
"16","Idaho",1417.18213621509,"26","Michigan"
"16","Idaho",1475.05695386558,"18","Indiana"
"16","Idaho",1546.88079074065,"22","Louisiana"
"16","Idaho",1560.01650480274,"28","Mississippi"
"16","Idaho",1590.06180834399,"21","Kentucky"
"16","Idaho",1593.31645927679,"47","Tennessee"
"16","Idaho",1639.2268594611,"39","Ohio"
"16","Idaho",1688.00271491905,"01","Alabama"
"16","Idaho",1788.23060007995,"54","West Virginia"
"16","Idaho",1854.25259550092,"13","Georgia"
"16","Idaho",1868.71269805556,"42","Pennsylvania"
"16","Idaho",1917.01468793881,"51","Virginia"
"16","Idaho",1930.8478149927,"45","South Carolina"
"16","Idaho",1934.992177507,"36","New York"
"16","Idaho",1956.92900796828,"37","North Carolina"
"16","Idaho",1959.22011367893,"11","District of Columbia"
"16","Idaho",1974.98873418828,"24","Maryland"
"16","Idaho",1989.33456429553,"02","Alaska"
"16","Idaho",2034.3083009751,"10","Delaware"
"16","Idaho",2043.61738006015,"34","New Jersey"
"16","Idaho",2054.22776377939,"50","Vermont"
"16","Idaho",2078.45531911176,"12","Florida"
"16","Idaho",2102.03784555794,"09","Connecticut"
"16","Idaho",2113.93086448303,"33","New Hampshire"
"16","Idaho",2150.06260525692,"25","Massachusetts"
"16","Idaho",2161.0836952486,"44","Rhode Island"
"16","Idaho",2220.68286712003,"23","Maine"
"16","Idaho",2887.67113894213,"15","Hawaii"
"16","Idaho",3303.35005673122,"72","Puerto Rico"
"17","Illinois",152.447353776955,"18","Indiana"
"17","Illinois",214.290641456528,"29","Missouri"
"17","Illinois",263.715744845431,"19","Iowa"
"17","Illinois",273.229830340655,"21","Kentucky"
"17","Illinois",313.987952546336,"55","Wisconsin"
"17","Illinois",330.564540926689,"47","Tennessee"
"17","Illinois",340.204217739703,"39","Ohio"
"17","Illinois",372.563907854981,"26","Michigan"
"17","Illinois",402.429842252498,"05","Arkansas"
"17","Illinois",466.575680581381,"54","West Virginia"
"17","Illinois",498.636420696771,"27","Minnesota"
"17","Illinois",505.579392346794,"20","Kansas"
"17","Illinois",513.18630168881,"28","Mississippi"
"17","Illinois",524.641969124623,"01","Alabama"
"17","Illinois",550.982889339187,"40","Oklahoma"
"17","Illinois",565.77891749045,"31","Nebraska"
"17","Illinois",591.51830183559,"51","Virginia"
"17","Illinois",597.096530765995,"42","Pennsylvania"
"17","Illinois",606.498017848222,"13","Georgia"
"17","Illinois",627.901549278779,"45","South Carolina"
"17","Illinois",630.755956698762,"37","North Carolina"
"17","Illinois",640.534414199825,"46","South Dakota"
"17","Illinois",651.719383083411,"11","District of Columbia"
"17","Illinois",655.859583861155,"22","Louisiana"
"17","Illinois",669.23965480669,"24","Maryland"
"17","Illinois",726.885540012506,"36","New York"
"17","Illinois",733.448528792456,"10","Delaware"
"17","Illinois",757.849557323261,"38","North Dakota"
"17","Illinois",764.767214026889,"34","New Jersey"
"17","Illinois",824.192438566589,"48","Texas"
"17","Illinois",862.274704012256,"09","Connecticut"
"17","Illinois",873.478578009785,"08","Colorado"
"17","Illinois",886.401287133436,"50","Vermont"
"17","Illinois",891.267933991955,"12","Florida"
"17","Illinois",925.403073903763,"44","Rhode Island"
"17","Illinois",928.393057786563,"25","Massachusetts"
"17","Illinois",934.838672106864,"33","New Hampshire"
"17","Illinois",969.537460201625,"56","Wyoming"
"17","Illinois",1009.85980878236,"35","New Mexico"
"17","Illinois",1098.55369947196,"23","Maine"
"17","Illinois",1127.5803377922,"30","Montana"
"17","Illinois",1193.96618335675,"49","Utah"
"17","Illinois",1297.37921861638,"04","Arizona"
"17","Illinois",1328.42217143924,"16","Idaho"
"17","Illinois",1454.72667776263,"32","Nevada"
"17","Illinois",1626.73624006673,"41","Oregon"
"17","Illinois",1635.71567172986,"53","Washington"
"17","Illinois",1644.87106474249,"06","California"
"17","Illinois",2029.45693693309,"72","Puerto Rico"
"17","Illinois",2991.45250864911,"02","Alaska"
"17","Illinois",4113.7928241942,"15","Hawaii"
"18","Indiana",152.447353776955,"17","Illinois"
"18","Indiana",172.198388067017,"21","Kentucky"
"18","Indiana",191.890511439537,"39","Ohio"
"18","Indiana",279.468040624267,"47","Tennessee"
"18","Indiana",315.143569251806,"54","West Virginia"
"18","Indiana",342.670190189921,"26","Michigan"
"18","Indiana",347.71865760451,"29","Missouri"
"18","Indiana",370.483567814827,"55","Wisconsin"
"18","Indiana",404.559740844348,"19","Iowa"
"18","Indiana",442.123697957659,"51","Virginia"
"18","Indiana",450.06177190754,"42","Pennsylvania"
"18","Indiana",483.542286564165,"05","Arkansas"
"18","Indiana",493.392690304034,"37","North Carolina"
"18","Indiana",495.918410100512,"01","Alabama"
"18","Indiana",499.295123712307,"11","District of Columbia"
"18","Indiana",513.126524600312,"45","South Carolina"
"18","Indiana",516.853696611583,"24","Maryland"
"18","Indiana",527.136958992619,"13","Georgia"
"18","Indiana",532.689197326344,"28","Mississippi"
"18","Indiana",581.211952439902,"10","Delaware"
"18","Indiana",591.087676451529,"36","New York"
"18","Indiana",595.847711997173,"27","Minnesota"
"18","Indiana",614.641877792598,"34","New Jersey"
"18","Indiana",654.543791071058,"20","Kansas"
"18","Indiana",680.077282548648,"40","Oklahoma"
"18","Indiana",697.657711452299,"22","Louisiana"
"18","Indiana",716.637677004635,"31","Nebraska"
"18","Indiana",717.301143444532,"09","Connecticut"
"18","Indiana",754.604327359913,"50","Vermont"
"18","Indiana",779.128400463425,"46","South Dakota"
"18","Indiana",780.334986119449,"44","Rhode Island"
"18","Indiana",785.604005875378,"25","Massachusetts"
"18","Indiana",799.632663719579,"33","New Hampshire"
"18","Indiana",821.00251047114,"12","Florida"
"18","Indiana",877.710991495886,"38","North Dakota"
"18","Indiana",933.487533595386,"48","Texas"
"18","Indiana",970.113854668154,"23","Maine"
"18","Indiana",1025.60277164927,"08","Colorado"
"18","Indiana",1118.26760726856,"56","Wyoming"
"18","Indiana",1152.85696731569,"35","New Mexico"
"18","Indiana",1264.50898054519,"30","Montana"
"18","Indiana",1346.40907565308,"49","Utah"
"18","Indiana",1444.87887721993,"04","Arizona"
"18","Indiana",1475.05695386558,"16","Idaho"
"18","Indiana",1607.03682661368,"32","Nevada"
"18","Indiana",1774.02792684835,"41","Oregon"
"18","Indiana",1775.82088816552,"53","Washington"
"18","Indiana",1797.26537311516,"06","California"
"18","Indiana",1910.14631737268,"72","Puerto Rico"
"18","Indiana",3091.55377245744,"02","Alaska"
"18","Indiana",4266.00755804299,"15","Hawaii"
"19","Iowa",259.455404566265,"55","Wisconsin"
"19","Iowa",262.726736187245,"29","Missouri"
"19","Iowa",263.715744845431,"17","Illinois"
"19","Iowa",295.452389951362,"27","Minnesota"
"19","Iowa",327.386976998377,"31","Nebraska"
"19","Iowa",356.707789699287,"20","Kansas"
"19","Iowa",376.869875204553,"46","South Dakota"
"19","Iowa",404.559740844348,"18","Indiana"
"19","Iowa",436.826948562787,"26","Michigan"
"19","Iowa",496.533785361123,"40","Oklahoma"
"19","Iowa",498.93228665613,"05","Arkansas"
"19","Iowa",504.966720468735,"38","North Dakota"
"19","Iowa",535.983913169531,"21","Kentucky"
"19","Iowa",571.263203286728,"39","Ohio"
"19","Iowa",575.31049096765,"47","Tennessee"
"19","Iowa",665.077465880237,"08","Colorado"
"19","Iowa",681.507917160045,"28","Mississippi"
"19","Iowa",717.063648412939,"54","West Virginia"
"19","Iowa",717.278616291728,"56","Wyoming"
"19","Iowa",740.229675169296,"01","Alabama"
"19","Iowa",780.315584005186,"22","Louisiana"
"19","Iowa",801.149348647864,"48","Texas"
"19","Iowa",813.643068901738,"42","Pennsylvania"
"19","Iowa",845.99017156472,"51","Virginia"
"19","Iowa",853.937370171364,"13","Georgia"
"19","Iowa",863.166397530952,"35","New Mexico"
"19","Iowa",863.876347182075,"30","Montana"
"19","Iowa",889.699578493479,"45","South Carolina"
"19","Iowa",891.450870283035,"11","District of Columbia"
"19","Iowa",893.57402520118,"37","North Carolina"
"19","Iowa",907.863063354623,"24","Maryland"
"19","Iowa",911.949875563965,"36","New York"
"19","Iowa",968.010091954592,"49","Utah"
"19","Iowa",969.236269920145,"10","Delaware"
"19","Iowa",987.759262911103,"34","New Jersey"
"19","Iowa",1057.03093082679,"50","Vermont"
"19","Iowa",1066.10743792539,"09","Connecticut"
"19","Iowa",1071.18061576347,"16","Idaho"
"19","Iowa",1111.82648365321,"33","New Hampshire"
"19","Iowa",1120.68396058094,"04","Arizona"
"19","Iowa",1124.6751180187,"25","Massachusetts"
"19","Iowa",1127.21354137554,"12","Florida"
"19","Iowa",1128.2750952056,"44","Rhode Island"
"19","Iowa",1222.00143597674,"32","Nevada"
"19","Iowa",1255.78337683826,"23","Maine"
"19","Iowa",1370.48472417387,"41","Oregon"
"19","Iowa",1372.74932613354,"53","Washington"
"19","Iowa",1421.55438767997,"06","California"
"19","Iowa",2290.20158952718,"72","Puerto Rico"
"19","Iowa",2747.76312873269,"02","Alaska"
"19","Iowa",3890.09181076422,"15","Hawaii"
"20","Kansas",206.989842473153,"40","Oklahoma"
"20","Kansas",223.569275502077,"31","Nebraska"
"20","Kansas",320.913541318137,"29","Missouri"
"20","Kansas",356.707789699287,"19","Iowa"
"20","Kansas",385.335617353293,"08","Colorado"
"20","Kansas",412.4185376492,"05","Arkansas"
"20","Kansas",422.018736795854,"46","South Dakota"
"20","Kansas",490.699813262777,"48","Texas"
"20","Kansas",505.579392346794,"17","Illinois"
"20","Kansas",513.271121159155,"35","New Mexico"
"20","Kansas",570.641320650667,"56","Wyoming"
"20","Kansas",580.567297831446,"27","Minnesota"
"20","Kansas",616.064748105437,"55","Wisconsin"
"20","Kansas",627.75523847255,"38","North Dakota"
"20","Kansas",633.260206920003,"28","Mississippi"
"20","Kansas",646.482337581201,"22","Louisiana"
"20","Kansas",654.543791071058,"18","Indiana"
"20","Kansas",686.550723805188,"47","Tennessee"
"20","Kansas",715.070359201032,"21","Kentucky"
"20","Kansas",715.224222400817,"49","Utah"
"20","Kansas",759.641039192662,"01","Alabama"
"20","Kansas",788.064333057066,"26","Michigan"
"20","Kansas",792.063236160957,"04","Arizona"
"20","Kansas",819.861773822749,"30","Montana"
"20","Kansas",845.288067721079,"39","Ohio"
"20","Kansas",928.820585041279,"16","Idaho"
"20","Kansas",931.948237923782,"13","Georgia"
"20","Kansas",958.190958854822,"54","West Virginia"
"20","Kansas",980.163404860564,"32","Nevada"
"20","Kansas",1026.48278914886,"45","South Carolina"
"20","Kansas",1073.33238789779,"51","Virginia"
"20","Kansas",1079.48791621056,"37","North Carolina"
"20","Kansas",1102.6541812021,"42","Pennsylvania"
"20","Kansas",1149.80939139954,"11","District of Columbia"
"20","Kansas",1149.84068816256,"12","Florida"
"20","Kansas",1155.90574033427,"06","California"
"20","Kansas",1167.8711512887,"24","Maryland"
"20","Kansas",1211.4246819523,"41","Oregon"
"20","Kansas",1227.70116251458,"36","New York"
"20","Kansas",1233.1747195922,"10","Delaware"
"20","Kansas",1269.1779840901,"34","New Jersey"
"20","Kansas",1274.79516763185,"53","Washington"
"20","Kansas",1367.56676555845,"09","Connecticut"
"20","Kansas",1382.76529657157,"50","Vermont"
"20","Kansas",1430.68441499196,"44","Rhode Island"
"20","Kansas",1432.79396477189,"25","Massachusetts"
"20","Kansas",1433.94441161688,"33","New Hampshire"
"20","Kansas",1589.71438449124,"23","Maine"
"20","Kansas",2375.97788435915,"72","Puerto Rico"
"20","Kansas",2798.00460424268,"02","Alaska"
"20","Kansas",3617.9027583546,"15","Hawaii"
"21","Kentucky",129.691512097726,"47","Tennessee"
"21","Kentucky",172.198388067017,"18","Indiana"
"21","Kentucky",242.565596542416,"39","Ohio"
"21","Kentucky",265.556160849297,"54","West Virginia"
"21","Kentucky",273.229830340655,"17","Illinois"
"21","Kentucky",342.609771216937,"01","Alabama"
"21","Kentucky",354.808850441687,"45","South Carolina"
"21","Kentucky",354.9387741401,"13","Georgia"
"21","Kentucky",362.930375851354,"51","Virginia"
"21","Kentucky",368.692506773161,"37","North Carolina"
"21","Kentucky",394.306052268796,"29","Missouri"
"21","Kentucky",415.792301534371,"28","Mississippi"
"21","Kentucky",438.198130035838,"05","Arkansas"
"21","Kentucky",458.937482213468,"11","District of Columbia"
"21","Kentucky",462.253796099073,"42","Pennsylvania"
"21","Kentucky",477.585673658807,"24","Maryland"
"21","Kentucky",505.250337320251,"26","Michigan"
"21","Kentucky",535.983913169531,"19","Iowa"
"21","Kentucky",541.324507874566,"55","Wisconsin"
"21","Kentucky",543.276232452828,"10","Delaware"
"21","Kentucky",592.25410507716,"22","Louisiana"
"21","Kentucky",598.663598915116,"34","New Jersey"
"21","Kentucky",631.647870480057,"36","New York"
"21","Kentucky",648.890322239228,"12","Florida"
"21","Kentucky",689.3978717977,"40","Oklahoma"
"21","Kentucky",715.070359201032,"20","Kansas"
"21","Kentucky",723.569419897352,"09","Connecticut"
"21","Kentucky",759.114199501581,"27","Minnesota"
"21","Kentucky",784.134083377015,"44","Rhode Island"
"21","Kentucky",797.64792747326,"25","Massachusetts"
"21","Kentucky",797.991471623722,"50","Vermont"
"21","Kentucky",820.526698194996,"31","Nebraska"
"21","Kentucky",833.412692358583,"33","New Hampshire"
"21","Kentucky",899.911715925907,"48","Texas"
"21","Kentucky",912.018930815309,"46","South Dakota"
"21","Kentucky",1015.10888384651,"23","Maine"
"21","Kentucky",1029.76722363502,"38","North Dakota"
"21","Kentucky",1099.00859157636,"08","Colorado"
"21","Kentucky",1181.6316534147,"35","New Mexico"
"21","Kentucky",1227.89959603722,"56","Wyoming"
"21","Kentucky",1398.99971568821,"30","Montana"
"21","Kentucky",1427.18976782463,"49","Utah"
"21","Kentucky",1485.84080901599,"04","Arizona"
"21","Kentucky",1590.06180834399,"16","Idaho"
"21","Kentucky",1691.33957521737,"32","Nevada"
"21","Kentucky",1756.46572534139,"72","Puerto Rico"
"21","Kentucky",1870.94361981077,"06","California"
"21","Kentucky",1886.46670226913,"41","Oregon"
"21","Kentucky",1904.73028517481,"53","Washington"
"21","Kentucky",3256.19834526638,"02","Alaska"
"21","Kentucky",4330.46921855333,"15","Hawaii"
"22","Louisiana",178.515051470839,"28","Mississippi"
"22","Louisiana",281.450976973059,"05","Arkansas"
"22","Louisiana",318.910521208771,"01","Alabama"
"22","Louisiana",443.938309054311,"48","Texas"
"22","Louisiana",463.282216185142,"40","Oklahoma"
"22","Louisiana",467.207657180384,"47","Tennessee"
"22","Louisiana",507.221190021453,"13","Georgia"
"22","Louisiana",519.042529355262,"29","Missouri"
"22","Louisiana",587.691848755491,"12","Florida"
"22","Louisiana",592.25410507716,"21","Kentucky"
"22","Louisiana",646.482337581201,"20","Kansas"
"22","Louisiana",655.859583861155,"17","Illinois"
"22","Louisiana",671.686810854212,"45","South Carolina"
"22","Louisiana",697.657711452299,"18","Indiana"
"22","Louisiana",780.315584005186,"19","Iowa"
"22","Louisiana",800.063333695272,"37","North Carolina"
"22","Louisiana",831.199189779295,"54","West Virginia"
"22","Louisiana",833.63279810908,"39","Ohio"
"22","Louisiana",861.925622793804,"31","Nebraska"
"22","Louisiana",868.319623171737,"35","New Mexico"
"22","Louisiana",879.368788614376,"51","Virginia"
"22","Louisiana",956.695617250654,"08","Colorado"
"22","Louisiana",958.208550565741,"55","Wisconsin"
"22","Louisiana",1003.66443935123,"11","District of Columbia"
"22","Louisiana",1021.21122643646,"24","Maryland"
"22","Louisiana",1021.86020453977,"26","Michigan"
"22","Louisiana",1043.47342393018,"42","Pennsylvania"
"22","Louisiana",1044.76156138909,"46","South Dakota"
"22","Louisiana",1075.74297158905,"27","Minnesota"
"22","Louisiana",1081.20506337627,"10","Delaware"
"22","Louisiana",1153.55812565919,"34","New Jersey"
"22","Louisiana",1174.34172539467,"04","Arizona"
"22","Louisiana",1203.84756857656,"56","Wyoming"
"22","Louisiana",1219.05759147599,"36","New York"
"22","Louisiana",1235.2634548122,"38","North Dakota"
"22","Louisiana",1262.04427570932,"49","Utah"
"22","Louisiana",1290.32292502402,"09","Connecticut"
"22","Louisiana",1346.68255331751,"44","Rhode Island"
"22","Louisiana",1366.18331174708,"25","Massachusetts"
"22","Louisiana",1384.06730925476,"50","Vermont"
"22","Louisiana",1414.69138973147,"33","New Hampshire"
"22","Louisiana",1465.82748700242,"30","Montana"
"22","Louisiana",1513.62569259374,"32","Nevada"
"22","Louisiana",1546.88079074065,"16","Idaho"
"22","Louisiana",1599.5130620848,"23","Maine"
"22","Louisiana",1640.56297003545,"06","California"
"22","Louisiana",1808.95530298949,"41","Oregon"
"22","Louisiana",1812.66868942884,"72","Puerto Rico"
"22","Louisiana",1902.76181196429,"53","Washington"
"22","Louisiana",3443.71982477727,"02","Alaska"
"22","Louisiana",3999.41484622525,"15","Hawaii"
"23","Maine",186.67503923483,"33","New Hampshire"
"23","Maine",217.471603407683,"50","Vermont"
"23","Maine",264.337355156364,"25","Massachusetts"
"23","Maine",298.839500110433,"44","Rhode Island"
"23","Maine",333.593657508416,"09","Connecticut"
"23","Maine",384.030350784131,"36","New York"
"23","Maine",475.284968438016,"34","New Jersey"
"23","Maine",556.04677849124,"42","Pennsylvania"
"23","Maine",561.847190457619,"10","Delaware"
"23","Maine",605.017238048588,"24","Maryland"
"23","Maine",619.210690410623,"11","District of Columbia"
"23","Maine",750.041324193599,"51","Virginia"
"23","Maine",769.362971935372,"54","West Virginia"
"23","Maine",788.571498668676,"39","Ohio"
"23","Maine",828.29165953207,"26","Michigan"
"23","Maine",873.854978167485,"37","North Carolina"
"23","Maine",970.113854668154,"18","Indiana"
"23","Maine",1015.10888384651,"21","Kentucky"
"23","Maine",1024.39366604854,"45","South Carolina"
"23","Maine",1026.88125557584,"55","Wisconsin"
"23","Maine",1098.55369947196,"17","Illinois"
"23","Maine",1133.68730160532,"47","Tennessee"
"23","Maine",1181.83847196796,"13","Georgia"
"23","Maine",1225.49387511822,"27","Minnesota"
"23","Maine",1255.78337683826,"19","Iowa"
"23","Maine",1304.26982442544,"01","Alabama"
"23","Maine",1311.43164762969,"29","Missouri"
"23","Maine",1390.47093395324,"12","Florida"
"23","Maine",1420.99938380972,"28","Mississippi"
"23","Maine",1442.55075096097,"05","Arkansas"
"23","Maine",1510.83041422737,"38","North Dakota"
"23","Maine",1536.53720945302,"46","South Dakota"
"23","Maine",1574.55216253604,"31","Nebraska"
"23","Maine",1589.71438449124,"20","Kansas"
"23","Maine",1599.5130620848,"22","Louisiana"
"23","Maine",1647.720570981,"40","Oklahoma"
"23","Maine",1881.90990476565,"72","Puerto Rico"
"23","Maine",1900.94365175186,"48","Texas"
"23","Maine",1914.68148085794,"56","Wyoming"
"23","Maine",1919.59173263424,"08","Colorado"
"23","Maine",1939.76640476717,"30","Montana"
"23","Maine",2102.1445646229,"35","New Mexico"
"23","Maine",2207.56486868426,"49","Utah"
"23","Maine",2220.68286712003,"16","Idaho"
"23","Maine",2374.93560709394,"04","Arizona"
"23","Maine",2432.29530002029,"53","Washington"
"23","Maine",2446.90192834513,"32","Nevada"
"23","Maine",2509.70832506397,"41","Oregon"
"23","Maine",2657.17926649888,"06","California"
"23","Maine",3321.39865098065,"02","Alaska"
"23","Maine",5104.87219317323,"15","Hawaii"
"24","Maryland",18.6482524709789,"11","District of Columbia"
"24","Maryland",65.9978431421221,"10","Delaware"
"24","Maryland",133.773946311365,"34","New Jersey"
"24","Maryland",146.257718070064,"51","Virginia"
"24","Maryland",148.422299482287,"42","Pennsylvania"
"24","Maryland",213.360677740658,"54","West Virginia"
"24","Maryland",271.386358710475,"37","North Carolina"
"24","Maryland",275.59890569085,"09","Connecticut"
"24","Maryland",279.787288079153,"36","New York"
"24","Maryland",327.37969415342,"44","Rhode Island"
"24","Maryland",336.608827208928,"39","Ohio"
"24","Maryland",350.992583863294,"25","Massachusetts"
"24","Maryland",409.399715770419,"50","Vermont"
"24","Maryland",419.847813670145,"33","New Hampshire"
"24","Maryland",420.415451755163,"45","South Carolina"
"24","Maryland",477.585673658807,"21","Kentucky"
"24","Maryland",516.853696611583,"18","Indiana"
"24","Maryland",571.904502386596,"47","Tennessee"
"24","Maryland",577.200691958554,"13","Georgia"
"24","Maryland",605.017238048588,"23","Maine"
"24","Maryland",615.279540041644,"26","Michigan"
"24","Maryland",669.23965480669,"17","Illinois"
"24","Maryland",712.182846454938,"01","Alabama"
"24","Maryland",776.604116622318,"55","Wisconsin"
"24","Maryland",795.715203478318,"12","Florida"
"24","Maryland",844.966451183962,"28","Mississippi"
"24","Maryland",851.561088106115,"29","Missouri"
"24","Maryland",907.863063354623,"19","Iowa"
"24","Maryland",913.554702816512,"05","Arkansas"
"24","Maryland",1021.21122643646,"22","Louisiana"
"24","Maryland",1022.82552394376,"27","Minnesota"
"24","Maryland",1164.92723220736,"40","Oklahoma"
"24","Maryland",1167.8711512887,"20","Kansas"
"24","Maryland",1229.58613173654,"31","Nebraska"
"24","Maryland",1268.51249715586,"46","South Dakota"
"24","Maryland",1327.31074905239,"38","North Dakota"
"24","Maryland",1373.32697722766,"48","Texas"
"24","Maryland",1542.32095390025,"08","Colorado"
"24","Maryland",1559.10333776578,"72","Puerto Rico"
"24","Maryland",1624.96655702714,"56","Wyoming"
"24","Maryland",1653.64132560832,"35","New Mexico"
"24","Maryland",1742.11631799233,"30","Montana"
"24","Maryland",1862.96717119623,"49","Utah"
"24","Maryland",1953.21044507892,"04","Arizona"
"24","Maryland",1974.98873418828,"16","Idaho"
"24","Maryland",2122.83725172038,"32","Nevada"
"24","Maryland",2256.71948915162,"53","Washington"
"24","Maryland",2274.64850712016,"41","Oregon"
"24","Maryland",2314.10915569457,"06","California"
"24","Maryland",3441.97148996018,"02","Alaska"
"24","Maryland",4782.73953037325,"15","Hawaii"
"25","Massachusetts",38.6449815472945,"44","Rhode Island"
"25","Massachusetts",75.9683301383995,"09","Connecticut"
"25","Massachusetts",104.733233991171,"33","New Hampshire"
"25","Massachusetts",144.468400847238,"50","Vermont"
"25","Massachusetts",215.496950911235,"36","New York"
"25","Massachusetts",217.592025893242,"34","New Jersey"
"25","Massachusetts",264.337355156364,"23","Maine"
"25","Massachusetts",301.427998208715,"10","Delaware"
"25","Massachusetts",338.981177889288,"42","Pennsylvania"
"25","Massachusetts",350.992583863294,"24","Maryland"
"25","Massachusetts",366.959427103845,"11","District of Columbia"
"25","Massachusetts",497.239402940441,"51","Virginia"
"25","Massachusetts",537.640694662045,"54","West Virginia"
"25","Massachusetts",594.478034618509,"39","Ohio"
"25","Massachusetts",614.352545383048,"37","North Carolina"
"25","Massachusetts",732.938123289842,"26","Michigan"
"25","Massachusetts",765.396838606076,"45","South Carolina"
"25","Massachusetts",785.604005875378,"18","Indiana"
"25","Massachusetts",797.64792747326,"21","Kentucky"
"25","Massachusetts",906.942966536117,"47","Tennessee"
"25","Massachusetts",926.898930925442,"13","Georgia"
"25","Massachusetts",928.393057786563,"17","Illinois"
"25","Massachusetts",928.652417851916,"55","Wisconsin"
"25","Massachusetts",1061.44747554115,"01","Alabama"
"25","Massachusetts",1124.6751180187,"19","Iowa"
"25","Massachusetts",1126.9653722716,"12","Florida"
"25","Massachusetts",1133.32070555171,"29","Missouri"
"25","Massachusetts",1155.95095000028,"27","Minnesota"
"25","Massachusetts",1188.49018550529,"28","Mississippi"
"25","Massachusetts",1234.54686433373,"05","Arkansas"
"25","Massachusetts",1366.18331174708,"22","Louisiana"
"25","Massachusetts",1432.79396477189,"20","Kansas"
"25","Massachusetts",1446.67006716747,"46","South Dakota"
"25","Massachusetts",1451.5942362508,"31","Nebraska"
"25","Massachusetts",1457.39917040697,"38","North Dakota"
