"state1","statename1","mi_to_state","state2","statename2"
"25","Massachusetts",1463.50721532038,"40","Oklahoma"
"25","Massachusetts",1680.78486053183,"72","Puerto Rico"
"25","Massachusetts",1696.44412527491,"48","Texas"
"25","Massachusetts",1786.66349441884,"08","Colorado"
"25","Massachusetts",1821.09692058953,"56","Wyoming"
"25","Massachusetts",1887.34547936193,"30","Montana"
"25","Massachusetts",1937.62975578661,"35","New Mexico"
"25","Massachusetts",2092.16231635404,"49","Utah"
"25","Massachusetts",2150.06260525692,"16","Idaho"
"25","Massachusetts",2224.80422625896,"04","Arizona"
"25","Massachusetts",2342.71424381192,"32","Nevada"
"25","Massachusetts",2394.83204776991,"53","Washington"
"25","Massachusetts",2446.32873235863,"41","Oregon"
"25","Massachusetts",2545.57152120792,"06","California"
"25","Massachusetts",3417.94194238388,"02","Alaska"
"25","Massachusetts",5011.5421759922,"15","Hawaii"
"26","Michigan",199.430864769353,"55","Wisconsin"
"26","Michigan",340.488096026389,"39","Ohio"
"26","Michigan",342.670190189921,"18","Indiana"
"26","Michigan",372.563907854981,"17","Illinois"
"26","Michigan",425.160104098257,"27","Minnesota"
"26","Michigan",436.826948562787,"19","Iowa"
"26","Michigan",480.522624512623,"42","Pennsylvania"
"26","Michigan",500.433501653264,"54","West Virginia"
"26","Michigan",505.250337320251,"21","Kentucky"
"26","Michigan",518.193121485398,"36","New York"
"26","Michigan",569.169261254579,"29","Missouri"
"26","Michigan",604.313368654678,"11","District of Columbia"
"26","Michigan",615.279540041644,"24","Maryland"
"26","Michigan",621.687942116239,"47","Tennessee"
"26","Michigan",622.268472084453,"51","Virginia"
"26","Michigan",642.074716983768,"50","Vermont"
"26","Michigan",647.939883224317,"34","New Jersey"
"26","Michigan",661.623323075555,"10","Delaware"
"26","Michigan",687.280681267465,"09","Connecticut"
"26","Michigan",700.462355707379,"33","New Hampshire"
"26","Michigan",716.237700734437,"46","South Dakota"
"26","Michigan",728.611310881009,"37","North Carolina"
"26","Michigan",729.992972179711,"38","North Dakota"
"26","Michigan",732.938123289842,"25","Massachusetts"
"26","Michigan",744.965660778313,"44","Rhode Island"
"26","Michigan",747.293367051547,"31","Nebraska"
"26","Michigan",774.991396521269,"05","Arkansas"
"26","Michigan",788.064333057066,"20","Kansas"
"26","Michigan",799.650672761599,"45","South Carolina"
"26","Michigan",828.29165953207,"23","Maine"
"26","Michigan",838.531261836641,"01","Alabama"
"26","Michigan",852.215314933964,"13","Georgia"
"26","Michigan",866.669291301874,"28","Mississippi"
"26","Michigan",891.511308232395,"40","Oklahoma"
"26","Michigan",1021.86020453977,"22","Louisiana"
"26","Michigan",1093.23790755549,"56","Wyoming"
"26","Michigan",1093.99726525748,"08","Colorado"
"26","Michigan",1145.99000838346,"12","Florida"
"26","Michigan",1157.29908273902,"30","Montana"
"26","Michigan",1182.33631021242,"48","Texas"
"26","Michigan",1298.93834964081,"35","New Mexico"
"26","Michigan",1379.53259141904,"49","Utah"
"26","Michigan",1417.18213621509,"16","Idaho"
"26","Michigan",1555.99336462306,"04","Arizona"
"26","Michigan",1621.71539935941,"32","Nevada"
"26","Michigan",1668.33207047937,"53","Washington"
"26","Michigan",1713.44508842504,"41","Oregon"
"26","Michigan",1830.12117336666,"06","California"
"26","Michigan",2148.40166346072,"72","Puerto Rico"
"26","Michigan",2839.59531431404,"02","Alaska"
"26","Michigan",4286.74912181029,"15","Hawaii"
"27","Minnesota",246.671001051758,"55","Wisconsin"
"27","Minnesota",295.452389951362,"19","Iowa"
"27","Minnesota",305.95026938868,"38","North Dakota"
"27","Minnesota",320.146163055906,"46","South Dakota"
"27","Minnesota",425.160104098257,"26","Michigan"
"27","Minnesota",431.892710756343,"31","Nebraska"
"27","Minnesota",498.636420696771,"17","Illinois"
"27","Minnesota",557.466181363537,"29","Missouri"
"27","Minnesota",580.567297831446,"20","Kansas"
"27","Minnesota",595.847711997173,"18","Indiana"
"27","Minnesota",693.815322468056,"56","Wyoming"
"27","Minnesota",705.397434602486,"39","Ohio"
"27","Minnesota",732.198937051015,"30","Montana"
"27","Minnesota",759.114199501581,"21","Kentucky"
"27","Minnesota",760.551449640957,"40","Oklahoma"
"27","Minnesota",764.25288302128,"08","Colorado"
"27","Minnesota",794.382057194391,"05","Arkansas"
"27","Minnesota",829.191774713276,"47","Tennessee"
"27","Minnesota",869.560317009457,"54","West Virginia"
"27","Minnesota",898.090657852797,"42","Pennsylvania"
"27","Minnesota",942.257838362024,"36","New York"
"27","Minnesota",971.93048663719,"28","Mississippi"
"27","Minnesota",997.973358553473,"16","Idaho"
"27","Minnesota",1000.36247406281,"51","Virginia"
"27","Minnesota",1004.4665797943,"49","Utah"
"27","Minnesota",1009.59972342196,"11","District of Columbia"
"27","Minnesota",1015.54420061027,"01","Alabama"
"27","Minnesota",1022.82552394376,"24","Maryland"
"27","Minnesota",1030.73550892942,"35","New Mexico"
"27","Minnesota",1056.38860135072,"50","Vermont"
"27","Minnesota",1063.33589315604,"48","Texas"
"27","Minnesota",1069.49248790023,"34","New Jersey"
"27","Minnesota",1075.09836597386,"10","Delaware"
"27","Minnesota",1075.74297158905,"22","Louisiana"
"27","Minnesota",1079.66588491231,"37","North Carolina"
"27","Minnesota",1104.28274245083,"13","Georgia"
"27","Minnesota",1108.81533433329,"45","South Carolina"
"27","Minnesota",1112.23032556921,"09","Connecticut"
"27","Minnesota",1116.23549968525,"33","New Hampshire"
"27","Minnesota",1155.95095000028,"25","Massachusetts"
"27","Minnesota",1169.33999410188,"44","Rhode Island"
"27","Minnesota",1225.49387511822,"23","Maine"
"27","Minnesota",1228.79215477181,"32","Nevada"
"27","Minnesota",1236.50566442247,"04","Arizona"
"27","Minnesota",1243.44269749595,"53","Washington"
"27","Minnesota",1291.74178135927,"41","Oregon"
"27","Minnesota",1389.81075222799,"12","Florida"
"27","Minnesota",1443.5132683545,"06","California"
"27","Minnesota",2497.09877845001,"02","Alaska"
"27","Minnesota",2504.40909863953,"72","Puerto Rico"
"27","Minnesota",3879.3796556014,"15","Hawaii"
"28","Mississippi",163.55014342094,"01","Alabama"
"28","Mississippi",178.515051470839,"22","Louisiana"
"28","Mississippi",221.190564201914,"05","Arkansas"
"28","Mississippi",289.238269646896,"47","Tennessee"
"28","Mississippi",362.540328442547,"13","Georgia"
"28","Mississippi",415.792301534371,"21","Kentucky"
"28","Mississippi",421.804598451324,"29","Missouri"
"28","Mississippi",490.483124102977,"40","Oklahoma"
"28","Mississippi",513.18630168881,"17","Illinois"
"28","Mississippi",514.82267983814,"45","South Carolina"
"28","Mississippi",520.579380347787,"12","Florida"
"28","Mississippi",532.689197326344,"18","Indiana"
"28","Mississippi",570.026216737859,"48","Texas"
"28","Mississippi",633.153068447285,"37","North Carolina"
"28","Mississippi",633.260206920003,"20","Kansas"
"28","Mississippi",652.856811737552,"54","West Virginia"
"28","Mississippi",658.055744719918,"39","Ohio"
"28","Mississippi",681.507917160045,"19","Iowa"
"28","Mississippi",704.587000718962,"51","Virginia"
"28","Mississippi",825.119185740554,"55","Wisconsin"
"28","Mississippi",827.235353200356,"11","District of Columbia"
"28","Mississippi",828.038559299565,"31","Nebraska"
"28","Mississippi",844.966451183962,"24","Maryland"
"28","Mississippi",864.958609891319,"42","Pennsylvania"
"28","Mississippi",866.669291301874,"26","Michigan"
"28","Mississippi",905.821857307656,"10","Delaware"
"28","Mississippi",954.866435611032,"35","New Mexico"
"28","Mississippi",971.93048663719,"27","Minnesota"
"28","Mississippi",976.740405103861,"34","New Jersey"
"28","Mississippi",987.131407921248,"08","Colorado"
"28","Mississippi",991.64360989244,"46","South Dakota"
"28","Mississippi",1040.66654937145,"36","New York"
"28","Mississippi",1112.69570678916,"09","Connecticut"
"28","Mississippi",1166.98631338971,"38","North Dakota"
"28","Mississippi",1169.51526470298,"44","Rhode Island"
"28","Mississippi",1188.49018550529,"25","Massachusetts"
"28","Mississippi",1203.86858635877,"56","Wyoming"
"28","Mississippi",1205.58059061212,"50","Vermont"
"28","Mississippi",1236.22364425032,"33","New Hampshire"
"28","Mississippi",1267.13073098273,"04","Arizona"
"28","Mississippi",1308.45422357071,"49","Utah"
"28","Mississippi",1420.99938380972,"23","Maine"
"28","Mississippi",1443.8104022876,"30","Montana"
"28","Mississippi",1560.01650480274,"16","Idaho"
"28","Mississippi",1568.40828624413,"32","Nevada"
"28","Mississippi",1713.60793094977,"06","California"
"28","Mississippi",1754.49455389749,"72","Puerto Rico"
"28","Mississippi",1836.30724645338,"41","Oregon"
"28","Mississippi",1908.02807270117,"53","Washington"
"28","Mississippi",3401.60274856709,"02","Alaska"
"28","Mississippi",4113.61850212676,"15","Hawaii"
"29","Missouri",214.290641456528,"17","Illinois"
"29","Missouri",238.733890404601,"05","Arkansas"
"29","Missouri",262.726736187245,"19","Iowa"
"29","Missouri",320.913541318137,"20","Kansas"
"29","Missouri",336.814119591492,"40","Oklahoma"
"29","Missouri",347.71865760451,"18","Indiana"
"29","Missouri",377.923216992551,"47","Tennessee"
"29","Missouri",394.306052268796,"21","Kentucky"
"29","Missouri",421.804598451324,"28","Mississippi"
"29","Missouri",447.512593617331,"31","Nebraska"
"29","Missouri",456.345497231932,"55","Wisconsin"
"29","Missouri",499.660784897136,"01","Alabama"
"29","Missouri",519.042529355262,"22","Louisiana"
"29","Missouri",539.272438669593,"39","Ohio"
"29","Missouri",557.466181363537,"27","Minnesota"
"29","Missouri",569.169261254579,"26","Michigan"
"29","Missouri",582.610790690252,"46","South Dakota"
"29","Missouri",614.364557274305,"48","Texas"
"29","Missouri",640.033131785173,"54","West Virginia"
"29","Missouri",643.283411118081,"13","Georgia"
"29","Missouri",704.810351914952,"08","Colorado"
"29","Missouri",716.962383152208,"45","South Carolina"
"29","Missouri",747.423134048113,"38","North Dakota"
"29","Missouri",752.860289057212,"51","Virginia"
"29","Missouri",760.285201505178,"37","North Carolina"
"29","Missouri",797.192388851329,"42","Pennsylvania"
"29","Missouri",805.885888352102,"35","New Mexico"
"29","Missouri",833.272609217917,"11","District of Columbia"
"29","Missouri",851.544872748085,"56","Wyoming"
"29","Missouri",851.561088106115,"24","Maryland"
"29","Missouri",894.952962857101,"12","Florida"
"29","Missouri",917.287063130707,"10","Delaware"
"29","Missouri",936.624592930559,"36","New York"
"29","Missouri",958.295675261019,"34","New Jersey"
"29","Missouri",1033.50733440323,"49","Utah"
"29","Missouri",1055.62949130426,"30","Montana"
"29","Missouri",1064.82622577173,"09","Connecticut"
"29","Missouri",1098.06607548289,"50","Vermont"
"29","Missouri",1101.81306896596,"04","Arizona"
"29","Missouri",1127.80649192464,"44","Rhode Island"
"29","Missouri",1133.32070555171,"25","Massachusetts"
"29","Missouri",1145.10012910146,"33","New Hampshire"
"29","Missouri",1215.50713838306,"16","Idaho"
"29","Missouri",1298.00514870867,"32","Nevada"
"29","Missouri",1311.43164762969,"23","Maine"
"29","Missouri",1476.66669681525,"06","California"
"29","Missouri",1507.58640750213,"41","Oregon"
"29","Missouri",1545.34931541811,"53","Washington"
"29","Missouri",2094.72371666829,"72","Puerto Rico"
"29","Missouri",2988.03889276064,"02","Alaska"
"29","Missouri",3938.15297038072,"15","Hawaii"
"30","Montana",298.489473864069,"56","Wyoming"
"30","Montana",305.563331289385,"16","Idaho"
"30","Montana",430.841994137973,"38","North Dakota"
"30","Montana",487.080204419702,"46","South Dakota"
"30","Montana",514.60508428775,"53","Washington"
"30","Montana",542.722817441447,"49","Utah"
"30","Montana",572.356272039094,"41","Oregon"
"30","Montana",594.252851196636,"08","Colorado"
"30","Montana",616.243885015298,"31","Nebraska"
"30","Montana",638.287338605044,"32","Nevada"
"30","Montana",732.198937051015,"27","Minnesota"
"30","Montana",819.861773822749,"20","Kansas"
"30","Montana",850.598629753089,"06","California"
"30","Montana",863.876347182075,"19","Iowa"
"30","Montana",890.303767598325,"35","New Mexico"
"30","Montana",893.140180811903,"04","Arizona"
"30","Montana",970.73139159718,"55","Wisconsin"
"30","Montana",1009.68501552069,"40","Oklahoma"
"30","Montana",1055.62949130426,"29","Missouri"
"30","Montana",1127.5803377922,"17","Illinois"
"30","Montana",1157.29908273902,"26","Michigan"
"30","Montana",1210.40320423228,"48","Texas"
"30","Montana",1223.55218602809,"05","Arkansas"
"30","Montana",1264.50898054519,"18","Indiana"
"30","Montana",1398.99971568821,"21","Kentucky"
"30","Montana",1411.84417835658,"39","Ohio"
"30","Montana",1423.97909443879,"47","Tennessee"
"30","Montana",1443.8104022876,"28","Mississippi"
"30","Montana",1465.82748700242,"22","Louisiana"
"30","Montana",1551.08565201787,"01","Alabama"
"30","Montana",1569.12674234676,"54","West Virginia"
"30","Montana",1625.09558053379,"42","Pennsylvania"
"30","Montana",1674.23736175379,"36","New York"
"30","Montana",1697.34855972311,"13","Georgia"
"30","Montana",1700.23499590315,"51","Virginia"
"30","Montana",1727.55363580907,"11","District of Columbia"
"30","Montana",1742.11631799233,"24","Maryland"
"30","Montana",1750.76732348193,"45","South Carolina"
"30","Montana",1756.6803706844,"37","North Carolina"
"30","Montana",1783.28325135324,"50","Vermont"
"30","Montana",1797.97163259014,"10","Delaware"
"30","Montana",1798.35804456449,"34","New Jersey"
"30","Montana",1843.6481967043,"33","New Hampshire"
"30","Montana",1844.42599590407,"09","Connecticut"
"30","Montana",1887.34547936193,"25","Massachusetts"
"30","Montana",1901.3625630453,"44","Rhode Island"
"30","Montana",1939.76640476717,"23","Maine"
"30","Montana",1947.29750480775,"12","Florida"
"30","Montana",1984.34233264245,"02","Alaska"
"30","Montana",3146.40958544451,"72","Puerto Rico"
"30","Montana",3179.77531297821,"15","Hawaii"
"31","Nebraska",201.727215219578,"46","South Dakota"
"31","Nebraska",223.569275502077,"20","Kansas"
"31","Nebraska",327.386976998377,"19","Iowa"
"31","Nebraska",348.033671900253,"08","Colorado"
"31","Nebraska",407.511640452711,"56","Wyoming"
"31","Nebraska",409.80666747995,"38","North Dakota"
"31","Nebraska",430.113232910045,"40","Oklahoma"
"31","Nebraska",431.892710756343,"27","Minnesota"
"31","Nebraska",447.512593617331,"29","Missouri"
"31","Nebraska",551.951047274604,"55","Wisconsin"
"31","Nebraska",565.77891749045,"17","Illinois"
"31","Nebraska",598.912604219928,"35","New Mexico"
"31","Nebraska",608.570101795125,"05","Arkansas"
"31","Nebraska",616.243885015298,"30","Montana"
"31","Nebraska",640.687586177521,"49","Utah"
"31","Nebraska",699.08893381894,"48","Texas"
"31","Nebraska",716.637677004635,"18","Indiana"
"31","Nebraska",747.293367051547,"26","Michigan"
"31","Nebraska",770.671282489021,"16","Idaho"
"31","Nebraska",817.358148920426,"04","Arizona"
"31","Nebraska",820.526698194996,"21","Kentucky"
"31","Nebraska",824.064134890846,"47","Tennessee"
"31","Nebraska",828.038559299565,"28","Mississippi"
"31","Nebraska",861.925622793804,"22","Louisiana"
"31","Nebraska",893.914232077406,"39","Ohio"
"31","Nebraska",895.263137044167,"32","Nevada"
"31","Nebraska",936.3331078328,"01","Alabama"
"31","Nebraska",1031.76507449186,"54","West Virginia"
"31","Nebraska",1066.02288360187,"41","Oregon"
"31","Nebraska",1090.34706135388,"13","Georgia"
"31","Nebraska",1094.21813486903,"06","California"
"31","Nebraska",1097.96037611014,"53","Washington"
"31","Nebraska",1140.24310168788,"42","Pennsylvania"
"31","Nebraska",1157.28115649308,"51","Virginia"
"31","Nebraska",1160.39479904785,"45","South Carolina"
"31","Nebraska",1188.54387333115,"37","North Carolina"
"31","Nebraska",1212.6741568082,"11","District of Columbia"
"31","Nebraska",1229.58613173654,"24","Maryland"
"31","Nebraska",1238.24534493358,"36","New York"
"31","Nebraska",1292.16548750988,"10","Delaware"
"31","Nebraska",1313.85827081262,"34","New Jersey"
"31","Nebraska",1332.21404612681,"12","Florida"
"31","Nebraska",1380.3820195348,"50","Vermont"
"31","Nebraska",1393.46310254337,"09","Connecticut"
"31","Nebraska",1436.1646416024,"33","New Hampshire"
"31","Nebraska",1451.5942362508,"25","Massachusetts"
"31","Nebraska",1455.576368014,"44","Rhode Island"
"31","Nebraska",1574.55216253604,"23","Maine"
"31","Nebraska",2541.89605275549,"72","Puerto Rico"
"31","Nebraska",2582.47274391849,"02","Alaska"
"31","Nebraska",3562.78252018693,"15","Hawaii"
"32","Nevada",218.938314780251,"06","California"
"32","Nevada",264.973974399175,"49","Utah"
"32","Nevada",358.828528745492,"16","Idaho"
"32","Nevada",381.466966763279,"41","Oregon"
"32","Nevada",449.462724498803,"04","Arizona"
"32","Nevada",535.046034899631,"56","Wyoming"
"32","Nevada",593.177383255549,"53","Washington"
"32","Nevada",595.12839436583,"08","Colorado"
"32","Nevada",638.287338605044,"30","Montana"
"32","Nevada",670.345781487885,"35","New Mexico"
"32","Nevada",895.263137044167,"31","Nebraska"
"32","Nevada",911.449747074751,"46","South Dakota"
"32","Nevada",980.163404860564,"20","Kansas"
"32","Nevada",983.263081681898,"38","North Dakota"
"32","Nevada",1078.20459217714,"40","Oklahoma"
"32","Nevada",1115.70946190837,"48","Texas"
"32","Nevada",1222.00143597674,"19","Iowa"
"32","Nevada",1228.79215477181,"27","Minnesota"
"32","Nevada",1298.00514870867,"29","Missouri"
"32","Nevada",1362.1311190301,"05","Arkansas"
"32","Nevada",1422.28538633566,"55","Wisconsin"
"32","Nevada",1454.72667776263,"17","Illinois"
"32","Nevada",1513.62569259374,"22","Louisiana"
"32","Nevada",1568.40828624413,"28","Mississippi"
"32","Nevada",1607.03682661368,"18","Indiana"
"32","Nevada",1621.71539935941,"26","Michigan"
"32","Nevada",1666.29007949639,"47","Tennessee"
"32","Nevada",1691.33957521737,"21","Kentucky"
"32","Nevada",1715.98401899188,"01","Alabama"
"32","Nevada",1788.27788692821,"39","Ohio"
"32","Nevada",1901.16745109808,"13","Georgia"
"32","Nevada",1920.84730522439,"54","West Virginia"
"32","Nevada",2005.59389209189,"45","South Carolina"
"32","Nevada",2035.4520109728,"42","Pennsylvania"
"32","Nevada",2042.70405461291,"51","Virginia"
"32","Nevada",2058.28927146064,"37","North Carolina"
"32","Nevada",2085.52192262757,"12","Florida"
"32","Nevada",2105.62630194844,"11","District of Columbia"
"32","Nevada",2122.83725172038,"24","Maryland"
"32","Nevada",2128.0152843141,"36","New York"
"32","Nevada",2186.09333613996,"10","Delaware"
"32","Nevada",2209.11721865043,"34","New Jersey"
"32","Nevada",2223.43828552029,"02","Alaska"
"32","Nevada",2263.19859286144,"50","Vermont"
"32","Nevada",2286.67976135934,"09","Connecticut"
"32","Nevada",2320.76639373657,"33","New Hampshire"
"32","Nevada",2342.71424381192,"25","Massachusetts"
"32","Nevada",2348.34274250172,"44","Rhode Island"
"32","Nevada",2446.90192834513,"23","Maine"
"32","Nevada",2668.96094952283,"15","Hawaii"
"32","Nevada",3320.33988691629,"72","Puerto Rico"
"33","New Hampshire",60.7050348051715,"50","Vermont"
"33","New Hampshire",104.733233991171,"25","Massachusetts"
"33","New Hampshire",143.260207543231,"44","Rhode Island"
"33","New Hampshire",156.153581205601,"09","Connecticut"
"33","New Hampshire",186.67503923483,"23","Maine"
"33","New Hampshire",208.57263284653,"36","New York"
"33","New Hampshire",292.844430937235,"34","New Jersey"
"33","New Hampshire",371.994820098288,"42","Pennsylvania"
"33","New Hampshire",380.254938916567,"10","Delaware"
"33","New Hampshire",419.847813670145,"24","Maryland"
"33","New Hampshire",433.520708662926,"11","District of Columbia"
"33","New Hampshire",564.111595308765,"51","Virginia"
"33","New Hampshire",583.791778535645,"54","West Virginia"
"33","New Hampshire",613.230070300507,"39","Ohio"
"33","New Hampshire",690.091036018873,"37","North Carolina"
"33","New Hampshire",700.462355707379,"26","Michigan"
"33","New Hampshire",799.632663719579,"18","Indiana"
"33","New Hampshire",833.412692358583,"21","Kentucky"
"33","New Hampshire",840.057197810122,"45","South Carolina"
"33","New Hampshire",899.422303428831,"55","Wisconsin"
"33","New Hampshire",934.838672106864,"17","Illinois"
"33","New Hampshire",949.856224150413,"47","Tennessee"
"33","New Hampshire",995.885645359239,"13","Georgia"
"33","New Hampshire",1111.82648365321,"19","Iowa"
"33","New Hampshire",1116.23549968525,"27","Minnesota"
"33","New Hampshire",1117.84049390711,"01","Alabama"
"33","New Hampshire",1145.10012910146,"29","Missouri"
"33","New Hampshire",1210.24105589178,"12","Florida"
"33","New Hampshire",1236.22364425032,"28","Mississippi"
"33","New Hampshire",1264.79457050084,"05","Arkansas"
"33","New Hampshire",1412.81105387117,"38","North Dakota"
"33","New Hampshire",1414.69138973147,"22","Louisiana"
"33","New Hampshire",1416.60653953072,"46","South Dakota"
"33","New Hampshire",1433.94441161688,"20","Kansas"
"33","New Hampshire",1436.1646416024,"31","Nebraska"
"33","New Hampshire",1479.60890816354,"40","Oklahoma"
"33","New Hampshire",1725.07866087999,"48","Texas"
"33","New Hampshire",1776.75658754366,"08","Colorado"
"33","New Hampshire",1784.22382631864,"72","Puerto Rico"
"33","New Hampshire",1793.67373173,"56","Wyoming"
"33","New Hampshire",1843.6481967043,"30","Montana"
"33","New Hampshire",1943.71352733687,"35","New Mexico"
"33","New Hampshire",2074.75587853922,"49","Utah"
"33","New Hampshire",2113.93086448303,"16","Idaho"
"33","New Hampshire",2223.94000804347,"04","Arizona"
"33","New Hampshire",2320.76639373657,"32","Nevada"
"33","New Hampshire",2346.57479781924,"53","Washington"
"33","New Hampshire",2407.84460518426,"41","Oregon"
"33","New Hampshire",2527.12614439075,"06","California"
"33","New Hampshire",3330.6637769301,"02","Alaska"
"33","New Hampshire",4987.13165571793,"15","Hawaii"
"34","New Jersey",87.5083009756188,"10","Delaware"
"34","New Jersey",133.773946311365,"24","Maryland"
"34","New Jersey",142.846085479692,"09","Connecticut"
"34","New Jersey",150.424221613063,"11","District of Columbia"
"34","New Jersey",175.033502412289,"42","Pennsylvania"
"34","New Jersey",193.718165954073,"44","Rhode Island"
"34","New Jersey",199.775450680617,"36","New York"
"34","New Jersey",217.592025893242,"25","Massachusetts"
"34","New Jersey",279.843585085085,"51","Virginia"
"34","New Jersey",291.591711123057,"50","Vermont"
"34","New Jersey",292.844430937235,"33","New Hampshire"
"34","New Jersey",333.484495841611,"54","West Virginia"
"34","New Jersey",398.618885709821,"37","North Carolina"
"34","New Jersey",424.657265801879,"39","Ohio"
"34","New Jersey",475.284968438016,"23","Maine"
"34","New Jersey",549.346446656561,"45","South Carolina"
"34","New Jersey",598.663598915116,"21","Kentucky"
"34","New Jersey",614.641877792598,"18","Indiana"
"34","New Jersey",647.939883224317,"26","Michigan"
"34","New Jersey",700.003524854989,"47","Tennessee"
"34","New Jersey",709.450095942136,"13","Georgia"
"34","New Jersey",764.767214026889,"17","Illinois"
"34","New Jersey",827.626939513743,"55","Wisconsin"
"34","New Jersey",845.73923789815,"01","Alabama"
"34","New Jersey",917.414351598092,"12","Florida"
"34","New Jersey",958.295675261019,"29","Missouri"
"34","New Jersey",976.740405103861,"28","Mississippi"
"34","New Jersey",987.759262911103,"19","Iowa"
"34","New Jersey",1036.72621990457,"05","Arkansas"
"34","New Jersey",1069.49248790023,"27","Minnesota"
"34","New Jersey",1153.55812565919,"22","Louisiana"
"34","New Jersey",1269.1779840901,"20","Kansas"
"34","New Jersey",1279.73635484821,"40","Oklahoma"
"34","New Jersey",1313.85827081262,"31","Nebraska"
"34","New Jersey",1335.39146490057,"46","South Dakota"
"34","New Jersey",1375.430425211,"38","North Dakota"
"34","New Jersey",1498.00390553478,"48","Texas"
"34","New Jersey",1590.43663517896,"72","Puerto Rico"
"34","New Jersey",1636.70919525249,"08","Colorado"
"34","New Jersey",1700.67738828576,"56","Wyoming"
"34","New Jersey",1763.74015423924,"35","New Mexico"
"34","New Jersey",1798.35804456449,"30","Montana"
"34","New Jersey",1952.28304315593,"49","Utah"
"34","New Jersey",2043.61738006015,"16","Idaho"
"34","New Jersey",2059.02715883916,"04","Arizona"
"34","New Jersey",2209.11721865043,"32","Nevada"
"34","New Jersey",2311.84568476475,"53","Washington"
"34","New Jersey",2342.7248987161,"41","Oregon"
"34","New Jersey",2405.16458954968,"06","California"
"34","New Jersey",3437.56769214007,"02","Alaska"
"34","New Jersey",4875.03281755323,"15","Hawaii"
"35","New Mexico",312.843945418416,"04","Arizona"
"35","New Mexico",316.537698300682,"08","Colorado"
"35","New Mexico",447.744568372783,"48","Texas"
"35","New Mexico",455.682376541622,"49","Utah"
"35","New Mexico",495.127743888141,"40","Oklahoma"
"35","New Mexico",513.271121159155,"20","Kansas"
"35","New Mexico",595.814868222379,"56","Wyoming"
"35","New Mexico",598.912604219928,"31","Nebraska"
"35","New Mexico",670.345781487885,"32","Nevada"
"35","New Mexico",758.964316396944,"46","South Dakota"
"35","New Mexico",774.005954739362,"06","California"
"35","New Mexico",777.51610649648,"05","Arkansas"
"35","New Mexico",805.885888352102,"29","Missouri"
"35","New Mexico",816.924217665138,"16","Idaho"
"35","New Mexico",863.166397530952,"19","Iowa"
"35","New Mexico",868.319623171737,"22","Louisiana"
"35","New Mexico",890.303767598325,"30","Montana"
"35","New Mexico",946.107098399271,"38","North Dakota"
"35","New Mexico",954.866435611032,"28","Mississippi"
"35","New Mexico",1009.85980878236,"17","Illinois"
"35","New Mexico",1015.23911480718,"41","Oregon"
"35","New Mexico",1030.73550892942,"27","Minnesota"
"35","New Mexico",1114.33618517522,"01","Alabama"
"35","New Mexico",1119.12150764318,"55","Wisconsin"
"35","New Mexico",1119.66599785028,"47","Tennessee"
"35","New Mexico",1152.85696731569,"18","Indiana"
"35","New Mexico",1168.55916911519,"53","Washington"
"35","New Mexico",1181.6316534147,"21","Kentucky"
"35","New Mexico",1298.93834964081,"26","Michigan"
"35","New Mexico",1310.74713846429,"13","Georgia"
"35","New Mexico",1344.71858355049,"39","Ohio"
"35","New Mexico",1440.54793708048,"54","West Virginia"
"35","New Mexico",1441.6980369272,"45","South Carolina"
"35","New Mexico",1453.8601680629,"12","Florida"
"35","New Mexico",1525.20046328762,"37","North Carolina"
"35","New Mexico",1544.35045908823,"51","Virginia"
"35","New Mexico",1602.8377015821,"42","Pennsylvania"
"35","New Mexico",1635.14653198839,"11","District of Columbia"
"35","New Mexico",1653.64132560832,"24","Maryland"
"35","New Mexico",1719.61553827785,"10","Delaware"
"35","New Mexico",1736.34040967822,"36","New York"
"35","New Mexico",1763.74015423924,"34","New Jersey"
"35","New Mexico",1870.11077460786,"09","Connecticut"
"35","New Mexico",1893.67837679148,"50","Vermont"
"35","New Mexico",1933.16892863201,"44","Rhode Island"
"35","New Mexico",1937.62975578661,"25","Massachusetts"
"35","New Mexico",1943.71352733687,"33","New Hampshire"
"35","New Mexico",2102.1445646229,"23","Maine"
"35","New Mexico",2680.39648046643,"72","Puerto Rico"
"35","New Mexico",2806.13765709928,"02","Alaska"
"35","New Mexico",3166.41360121171,"15","Hawaii"
"36","New York",166.573186892084,"50","Vermont"
"36","New York",172.417466754065,"09","Connecticut"
"36","New York",180.096552787194,"42","Pennsylvania"
"36","New York",199.775450680617,"34","New Jersey"
"36","New York",208.57263284653,"33","New Hampshire"
"36","New York",215.496950911235,"25","Massachusetts"
"36","New York",227.133651862154,"44","Rhode Island"
"36","New York",270.946567830996,"10","Delaware"
"36","New York",279.787288079153,"24","Maryland"
"36","New York",286.762660623854,"11","District of Columbia"
"36","New York",384.030350784131,"23","Maine"
"36","New York",394.712331529804,"54","West Virginia"
"36","New York",405.650381063993,"39","Ohio"
"36","New York",406.145712818095,"51","Virginia"
"36","New York",518.193121485398,"26","Michigan"
"36","New York",543.322727098936,"37","North Carolina"
"36","New York",591.087676451529,"18","Indiana"
"36","New York",631.647870480057,"21","Kentucky"
"36","New York",686.023702872593,"45","South Carolina"
"36","New York",713.232990398673,"55","Wisconsin"
"36","New York",726.885540012506,"17","Illinois"
"36","New York",752.12336260269,"47","Tennessee"
